9.30326922E-01 1.25216789E+00 1.60703820E+00 1.35422602E+00 5.63019862E-01 -4.82695396E-02
9.30883628E-01 1.25077518E+00 1.60230061E+00 1.35166931E+00 5.64033762E-01 -4.79558216E-02
9.31439329E-01 1.24938005E+00 1.59757662E+00 1.34911472E+00 5.65056931E-01 -4.76421036E-02
9.31994021E-01 1.24798247E+00 1.59286614E+00 1.34656225E+00 5.66089482E-01 -4.73283856E-02
9.32547696E-01 1.24658243E+00 1.58816911E+00 1.34401189E+00 5.67131527E-01 -4.70146676E-02
9.33100351E-01 1.24517993E+00 1.58348546E+00 1.34146367E+00 5.68183182E-01 -4.67009496E-02
9.33651979E-01 1.24377494E+00 1.57881512E+00 1.33891757E+00 5.69244564E-01 -4.63872315E-02
9.34202575E-01 1.24236747E+00 1.57415801E+00 1.33637362E+00 5.70315791E-01 -4.60735135E-02
9.34752133E-01 1.24095749E+00 1.56951408E+00 1.33383181E+00 5.71396985E-01 -4.57597955E-02
9.35300647E-01 1.23954499E+00 1.56488324E+00 1.33129214E+00 5.72488269E-01 -4.54460775E-02
9.35848111E-01 1.23812996E+00 1.56026543E+00 1.32875463E+00 5.73589768E-01 -4.51323595E-02
9.36394521E-01 1.23671239E+00 1.55566058E+00 1.32621928E+00 5.74701609E-01 -4.48186415E-02
9.36939869E-01 1.23529227E+00 1.55106862E+00 1.32368610E+00 5.75823923E-01 -4.45049235E-02
9.37484150E-01 1.23386958E+00 1.54648948E+00 1.32115509E+00 5.76956840E-01 -4.41912055E-02
9.38027359E-01 1.23244431E+00 1.54192310E+00 1.31862626E+00 5.78100495E-01 -4.38774875E-02
9.38569489E-01 1.23101644E+00 1.53736940E+00 1.31609962E+00 5.79255025E-01 -4.35637695E-02
9.39110535E-01 1.22958597E+00 1.53282832E+00 1.31357517E+00 5.80420567E-01 -4.32500515E-02
9.39650490E-01 1.22815288E+00 1.52829979E+00 1.31105293E+00 5.81597264E-01 -4.29363335E-02
9.40189348E-01 1.22671716E+00 1.52378374E+00 1.30853289E+00 5.82785259E-01 -4.26226155E-02
9.40727104E-01 1.22527880E+00 1.51928010E+00 1.30601507E+00 5.83984698E-01 -4.23088975E-02
9.41263751E-01 1.22383777E+00 1.51478881E+00 1.30349948E+00 5.85195730E-01 -4.19951795E-02
9.41799283E-01 1.22239408E+00 1.51030981E+00 1.30098612E+00 5.86418507E-01 -4.16814614E-02
9.42333695E-01 1.22094770E+00 1.50584301E+00 1.29847501E+00 5.87653183E-01 -4.13677434E-02
9.42866979E-01 1.21949862E+00 1.50138837E+00 1.29596615E+00 5.88899915E-01 -4.10540254E-02
9.43399130E-01 1.21804683E+00 1.49694580E+00 1.29345955E+00 5.90158864E-01 -4.07403074E-02
9.43930141E-01 1.21659231E+00 1.49251526E+00 1.29095523E+00 5.91430191E-01 -4.04265894E-02
9.44460007E-01 1.21513506E+00 1.48809665E+00 1.28845318E+00 5.92714062E-01 -4.01128714E-02
9.44988721E-01 1.21367505E+00 1.48368994E+00 1.28595343E+00 5.94010648E-01 -3.97991534E-02
9.45516276E-01 1.21221227E+00 1.47929504E+00 1.28345599E+00 5.95320118E-01 -3.94854354E-02
9.46042666E-01 1.21074672E+00 1.47491189E+00 1.28096085E+00 5.96642650E-01 -3.91717174E-02
9.46567885E-01 1.20927837E+00 1.47054044E+00 1.27846805E+00 5.97978420E-01 -3.88579994E-02
9.47091926E-01 1.20780720E+00 1.46618060E+00 1.27597758E+00 5.99327612E-01 -3.85442814E-02
9.47614782E-01 1.20633322E+00 1.46183232E+00 1.27348946E+00 6.00690410E-01 -3.82305634E-02
9.48136448E-01 1.20485639E+00 1.45749554E+00 1.27100371E+00 6.02067003E-01 -3.79168454E-02
9.48656917E-01 1.20337671E+00 1.45317018E+00 1.26852033E+00 6.03457583E-01 -3.76031274E-02
9.49176181E-01 1.20189417E+00 1.44885620E+00 1.26603934E+00 6.04862346E-01 -3.72894094E-02
9.49694235E-01 1.20040874E+00 1.44455351E+00 1.26356075E+00 6.06281492E-01 -3.69756913E-02
9.50211071E-01 1.19892042E+00 1.44026206E+00 1.26108458E+00 6.07715225E-01 -3.66619733E-02
9.50726683E-01 1.19742918E+00 1.43598178E+00 1.25861084E+00 6.09163753E-01 -3.63482553E-02
9.51241064E-01 1.19593502E+00 1.43171262E+00 1.25613955E+00 6.10627285E-01 -3.60345373E-02
9.51754208E-01 1.19443792E+00 1.42745450E+00 1.25367073E+00 6.12106040E-01 -3.57208193E-02
9.52266107E-01 1.19293785E+00 1.42320736E+00 1.25120438E+00 6.13600236E-01 -3.54071013E-02
9.52776754E-01 1.19143482E+00 1.41897115E+00 1.24874052E+00 6.15110097E-01 -3.50933833E-02
9.53286143E-01 1.18992880E+00 1.41474580E+00 1.24627918E+00 6.16635853E-01 -3.47796653E-02
9.53794266E-01 1.18841977E+00 1.41053124E+00 1.24382036E+00 6.18177737E-01 -3.44659473E-02
9.54301117E-01 1.18690773E+00 1.40632741E+00 1.24136410E+00 6.19735987E-01 -3.41522293E-02
9.54806689E-01 1.18539265E+00 1.40213426E+00 1.23891039E+00 6.21310845E-01 -3.38385113E-02
9.55310974E-01 1.18387452E+00 1.39795172E+00 1.23645928E+00 6.22902560E-01 -3.35247933E-02
9.55813964E-01 1.18235333E+00 1.39377973E+00 1.23401076E+00 6.24511383E-01 -3.32110753E-02
9.56315654E-01 1.18082905E+00 1.38961822E+00 1.23156488E+00 6.26137573E-01 -3.28973573E-02
9.56816036E-01 1.17930167E+00 1.38546713E+00 1.22912163E+00 6.27781393E-01 -3.25836393E-02
9.57315102E-01 1.17777118E+00 1.38132641E+00 1.22668105E+00 6.29443111E-01 -3.22699212E-02
9.57812845E-01 1.17623755E+00 1.37719599E+00 1.22424316E+00 6.31123002E-01 -3.19562032E-02
9.58309257E-01 1.17470078E+00 1.37307582E+00 1.22180798E+00 6.32821346E-01 -3.16424852E-02
9.58804332E-01 1.17316085E+00 1.36896582E+00 1.21937554E+00 6.34538427E-01 -3.13287672E-02
9.59298062E-01 1.17161773E+00 1.36486594E+00 1.21694585E+00 6.36274537E-01 -3.10150492E-02
9.59790439E-01 1.17007142E+00 1.36077612E+00 1.21451894E+00 6.38029975E-01 -3.07013312E-02
9.60281455E-01 1.16852189E+00 1.35669630E+00 1.21209485E+00 6.39805045E-01 -3.03876132E-02
9.60771104E-01 1.16696912E+00 1.35262642E+00 1.20967358E+00 6.41600056E-01 -3.00738952E-02
9.61259377E-01 1.16541311E+00 1.34856641E+00 1.20725517E+00 6.43415327E-01 -2.97601772E-02
9.61746266E-01 1.16385383E+00 1.34451622E+00 1.20483965E+00 6.45251180E-01 -2.94464592E-02
9.62231764E-01 1.16229127E+00 1.34047579E+00 1.20242705E+00 6.47107948E-01 -2.91327412E-02
9.62715864E-01 1.16072541E+00 1.33644506E+00 1.20001739E+00 6.48985968E-01 -2.88190232E-02
9.63198556E-01 1.15915622E+00 1.33242397E+00 1.19761071E+00 6.50885586E-01 -2.85053052E-02
9.63679834E-01 1.15758370E+00 1.32841245E+00 1.19520703E+00 6.52807154E-01 -2.81915872E-02
